"id_rest","street_num","street_name","city"
5011,2448,"clement","san francisco"
5012,4000,"24th","san francisco"
5013,2237,"polk","san francisco"
5014,4,"embarcadero center","san francisco"
5015,291,"30th","san francisco"
5016,1362,"kooser rd","san jose"
5017,260,"floresta blvd","san leandro"
5018,415,"seabright ave","santa cruz"
5019,410,"emerson st. (next to fanny & alexander)","palo alto"
5020,112,"crysrals spring shopping center","san mateo"
5021,305,"main st","sebastopol"
5022,39,"mason st","san francisco"
5023,1115,"willow st","san jose"
5024,1310,"university ave","berkeley"
5025,13040,"highway 9","boulder creek"
5026,241,"california dr","burlingame"
5027,241,"california dr","burlingame"
5028,2369,"winchester blvd","campbell"
5029,10123,"n wolfe rd","cupertino"
5030,6192,"mission st","daly city"
5031,333,"battery st","san francisco"
5032,111,"s. murphy ave.","sunnyvale"
5033,374,"bush st.","san francisco"
5034,60,"corte madera ave","corte madera"
5035,100,"s 1st st","dixon"
5036,13740,"arnold dr","glen ellen"
5037,13690,"arnold dr","glen ellen"
5038,42,"petaluma boulevard","petaluma"
5039,1390,"n mcdowell blvd","petaluma"
5040,4851,"redwood dr","rohnert park"
5041,3555,"round barn blvd","santa rosa"
5042,799,"montecito ctr","santa rosa"
5043,450,"mendocino ave","santa rosa"
5044,130,"stony point rd","santa rosa"
5045,1,"","santa rosa"
5046,961,"gravenstein hwy s","sebastopol"
5047,9005,"graton rd","sebastopol"
5048,133,"e napa st","sonoma"
5049,18140,"sonoma hwy","sonoma"
5050,19315,"sonoma hwy","sonoma"
5051,701,"main st","suisun city"
5052,969,"hyde st","san francisco"
5053,333,"battery st","san francisco"
5054,555,"golden gate ave","san francisco"
5055,7399,"st. helena hwy (hw. 29)","yountville"
5056,100,"south murphy avenue","sunnyvale"
5057,736,"washington","oakland"
5058,NA,"london square","oakland"
5059,199,"e. middlefield rd","mountain view"
5060,NA,"","walnut creek"
5061,349,"merchant st.","vacaville"
5062,87,"orinda way","orinda"
5063,1403,"lincoln ave.","calistoga"
5064,1480,"s. de anza blvd.","cupertino"
5065,4090,"san pablo ave","emeryville"
5066,148,"n milpitas blvd","milpitas"
5067,1940,"traraval","san francisco"
5068,NA,"creek blvd. (oaks shopping center)","cupertino"
5069,NA,"& durant","berkeley"
5070,18,"southland mall sp t8","hayward"
5071,126,"14th st","oakland"
5072,4390,"telegraph ave","oakland"
5073,4090,"whittle ave","oakland"
5074,3655,"piedmont ave","oakland"
5075,916,"cumberland st","pittsburg"
5076,178,"airport blvd","south san francisco"
5077,2014,"marina blvd","san leandro"
5078,2220,"fashion island blvd","san mateo"
5079,60,"e 3rd ave","san mateo"
5081,14900,"e. 14th. st.","san leandro"
5082,1041,"melrose ave","alameda"
5083,372,"oleander ave","alameda"
5084,2209,"san jose ave # d","alameda"
5085,1007,"rosewood way","alameda"
5086,1931,"somersville rd","antioch"
5087,3200,"e 18th st","antioch"
5088,3005,"delta fair blvd","antioch"
5089,200,"e 18th st","antioch"
5090,200,"e 18th st","antioch"
5091,131,"1st st","benicia"
5092,86,"solano sq","benicia"
5093,2275,"s bascom ave apt 1203","campbell"
5094,1330,"camden ave","campbell"
5095,1380,"w campbell ave","campbell"
5096,5439,"clayton rd ste c","clayton"
5097,4224,"saint paul way apt 101","concord"
5098,1031,"fox meadow way","concord"
5099,5100,"clayton rd ste 31","concord"
5100,1990,"grant st","concord"
5101,22,"dana plz","concord"
5102,4320,"clayton rd","concord"
5103,2380,"salvio st","concord"
5104,10123,"n wolfe rd","cupertino"
5105,66,"serramonte ctr","daly city"
5106,437,"southgate ave","daly city"
5107,3857,"san pablo dam rd","el sobrante"
5108,31103,"mission blvd","hayward"
5109,22628,"foothill blvd","hayward"
5110,125,"san benito st","hollister"
5111,400,"ferry st","martinez"
5112,675,"santa barbara ave","millbrae"
5113,293,"el camino real","millbrae"
5114,1333,"s park victoria dr","milpitas"
5115,260,"moffett blvd","mountain view"
5116,383,"castro st","mountain view"
5117,286,"old hwy 4","oakley"
5118,5860,"pacheco blvd","pacheco"
5119,199,"stanford shopping ctr","palo alto"
5120,1340,"treat blvd","pleasant hill"
5121,1056,"16th ave","redwood city"
5122,1056,"16th ave","redwood city"
5123,709,"woodside rd","redwood city"
5124,739,"golden gate ave","richmond"
5125,12505,"san pablo ave","richmond"
5126,130,"el camino real","san bruno"
5127,1502,"sleepy meadow ct","san jose"
5128,14050,"lieb ct","san jose"
5129,3047,"betsy way","san jose"
5130,4360,"stevens creek blvd","san jose"
5131,5281,"discovery ave","san jose"
5132,3446,"cunard ct","san jose"
5133,3031,"yancy dr","san jose"
5134,5968,"cabral ave","san jose"
5135,348,"eastridge mall","san jose"
5136,741,"delmas ave","san jose"
5137,4822,"pine forest pl","san jose"
5138,1920,"alum rock ave","san jose"
5139,2778,"mclaughlin ave","san jose"
5140,5427,"century meadow ct","san jose"
5141,1836,"luke ct","san jose"
5142,935,"s 1st st","san jose"
5143,702,"n 4th st","san jose"
5144,95,"s market st","san jose"
5145,209,"e santa clara st","san jose"
5146,1095,"tully rd","san jose"
5147,925,"meridian ave","san jose"
5148,411,"n capitol ave","san jose"
5149,845,"branham ln","san jose"
5150,845,"branham ln","san jose"
5151,1430,"136th ave","san leandro"
5152,3211,"crow canyon pl","san ramon"
5153,2785,"el camino real","santa clara"
5154,3655,"pruneridge ave apt 144","santa clara"
5155,75,"saratoga ave","santa clara"
5156,1141,"soquel ave","santa cruz"
5157,400,"beach st","santa cruz"
5158,211,"waverly ave","sunnyvale"
5159,200,"ygnacio valley rd","walnut creek"
5160,1420,"lincoln ave","walnut creek"
5161,1969,"san miguel rd","santa rosa"
5162,334,"coddingtown ctr","santa rosa"
5163,1505,"tennessee st","vallejo"
5164,212,"sonora pass rd","vallejo"
5165,409,"tennant station","morgan hill"
5166,4521,"telegraph ave","oakland"
5167,1819,"market","san francisco"
5168,1419,"haight","san francisco"
5169,450,"balboa","san francisco"
5170,NA,"","san jose"
5171,419,"cortland avenue","san francisco"
5172,871,"island dr # c","alameda"
5173,2635,"blanding ave","alameda"
5174,630,"central ave","alameda"
5175,1528,"park st","alameda"
5176,1162,"solano ave","albany"
5177,3030,"delta fair blvd","antioch"
5178,100,"rancho del mar","aptos"
5179,160,"woodview dr","ben lomond"
5180,191,"military e ste g","benicia"
5181,2485,"telegraph ave","berkeley"
5182,1471,"shattuck ave","berkeley"
5183,2236,"shattuck ave","berkeley"
5184,1199,"university ave","berkeley"
5185,2270,"shattuck ave","berkeley"
5186,2448,"sacramento st","berkeley"
5187,1017,"ashby ave","berkeley"
5188,1145,"2nd st # d","brentwood"
5189,1145,"2nd st","brentwood"
5190,1409,"burlingame ave","burlingame"
5191,23,"vista ln","burlingame"
5192,2116,"surrey pl","campbell"
5193,1720,"w campbell ave","campbell"
5194,1970,"white oaks rd","campbell"
5195,2255,"winchester blvd","campbell"
5196,2200,"s bascom ave","campbell"
5197,74,"redding rd","campbell"
5198,119,"the pruneyard","campbell"
5199,1601,"41st ave","capitola"
5200,816,"bay ave","capitola"
5201,200,"monterey ave # 1","capitola"
5202,3032,"castro valley blvd","castro valley"
5203,3323,"castro valley blvd","castro valley"
5204,6003,"mount olympus dr","castro valley"
5205,10481,"merritt st ste a","castroville"
5206,785,"oak grove rd","concord"
5207,2151,"salvio st ste k","concord"
5208,4530,"clayton rd","concord"
5209,1115,"victory ln","concord"
5210,1847,"willow pass rd # b","concord"
5211,7472,"dumas dr","cupertino"
5212,19940,"homestead rd","cupertino"
5213,21267,"stevens creek blvd ste 314","cupertino"
5214,7454,"dumas dr","cupertino"
5215,383,"s mayfair ave","daly city"
5216,6771,"mission st","daly city"
5217,83,"lake meadow dr","daly city"
5218,138,"serramonte ctr","daly city"
5219,301,"hartz ave ste 100","danville"
5220,201,"hartz ave","danville"
5221,412,"sycamore valley rd w","danville"
5222,180,"hartz ave","danville"
5223,7225,"regional st","dublin"
5224,7989,"amador valley blvd","dublin"
5225,10598,"san pablo ave","el cerrito"
5226,175,"el cerrito plz","el cerrito"
5227,165,"el cerrito plz","el cerrito"
5228,3850,"san pablo dam rd","el sobrante"
5229,2121,"n texas st","fairfield"
5230,1350,"travis blvd","fairfield"
5231,1730,"w texas st","fairfield"
5232,1086,"foster city blvd","foster city"
5233,1056,"edgewater blvd","foster city"
5234,969,"edgewater blvd # g","foster city"
5235,2024,"freedom blvd","freedom"
5236,5176,"mowry ave","fremont"
5237,2973,"bruce dr","fremont"
5238,41085,"pajaro dr","fremont"
5239,37085,"fremont blvd","fremont"
5240,4342,"thornton ave # a","fremont"
5241,41965,"fremont blvd","fremont"
5242,4656,"creekwood dr","fremont"
5243,39191,"farwell dr","fremont"
5244,3948,"washington blvd","fremont"
5245,5255,"mowry ave # 5","fremont"
5246,39300,"argonaut way","fremont"
5247,34400,"fremont blvd","fremont"
5248,40575,"fremont blvd","fremont"
5249,48913,"rosegarden ct","fremont"
5250,4378,"thornton ave","fremont"
5251,1150,"1st st","gilroy"
5252,20780,"hesperian blvd","hayward"
5253,20800,"hesperian blvd","hayward"
5254,26953,"mission blvd # a","hayward"
5255,2285,"w tennyson rd","hayward"
5256,349,"southland mall","hayward"
5257,14,"southland mall","hayward"
5258,29627,"mission blvd","hayward"
5259,794,"jackson st","hayward"
5260,25034,"hesperian blvd","hayward"
5261,247,"w jackson st","hayward"
5262,1045,"c st","hayward"
5263,106,"eagle ct","hercules"
5264,303,"arlington ave","kensington"
5265,3651,"mount diablo blvd","lafayette"
5266,53,"lafayette cir","lafayette"
5267,1770,"1st st","livermore"
5268,1875,"2nd st","livermore"
5269,980,"murrieta blvd","livermore"
5270,1350,"railroad","livermore"
5271,680,"berry ave","los altos"
5272,991,"fremont ave","los altos"
5273,221,"n santa cruz ave","los gatos"
5274,20,"s santa cruz ave ste 201","los gatos"
5275,1175,"arnold dr # a","martinez"
5276,825,"escobar st","martinez"
5277,1500,"pacheco blvd","martinez"
5278,530,"center ave","martinez"
5279,6656,"alhambra ave","martinez"
5280,863,"santa cruz ave","menlo park"
5281,580,"oak grove ave","menlo park"
5282,1350,"el camino real","menlo park"
5283,669,"broadway","millbrae"
5284,832,"n hillview dr","milpitas"
5285,51,"s park victoria dr","milpitas"
5286,78,"serra way","milpitas"
5287,560,"center st","moraga"
5288,214,"tennant sta","morgan hill"
5289,703,"e el camino real","mountain view"
5290,1249,"w el camino real","mountain view"
5291,2585,"w middlefield rd","mountain view"
5292,135,"castro st","mountain view"
5293,412,"w el camino real","mountain view"
5294,2967,"jefferson st","napa"
5295,1201,"napa town ctr spc 207","napa"
5296,3265,"browns valley rd","napa"
5297,1195,"w imola ave","napa"
5298,1080,"coombs st","napa"
5299,1160,"3rd ave","napa"
5300,1601,"jefferson st","napa"
5301,3138,"jefferson st","napa"
5302,627,"trancas st","napa"
5303,34980,"newark blvd # a-9","newark"
5304,3540,"fruitvale ave","oakland"
5305,5942,"macarthur blvd ste a","oakland"
5306,10921,"macarthur blvd","oakland"
5307,3206,"e 14th st","oakland"
5308,600,"hegenberger rd","oakland"
5309,6099,"claremont ave","oakland"
5310,NA,"dist.","oakland"
5311,6111,"la salle ave","oakland"
5312,230,"brookwood rd","orinda"
5313,1624,"francisco blvd","pacifica"
5314,682,"arastradero rd","palo alto"
5315,2615,"middlefield rd","palo alto"
5316,435,"emerson st","palo alto"
5317,556,"emerson","palo alto"
5318,3946,"middlefield rd","palo alto"
5319,1514,"fitzgerald dr","pinole"
5320,993,"san pablo ave","pinole"
5321,2243,"railroad","pittsburg"
5322,4493,"century blvd","pittsburg"
5323,636,"bailey rd","pittsburg"
5324,1966,"contra costa blvd","pleasant hill"
5325,260,"golf club rd","pleasant hill"
5326,1661,"contra costa blvd","pleasant hill"
5327,690,"gregory ln","pleasant hill"
5328,1685,"santa rita rd","pleasanton"
5329,3500,"bernal ave unit 145","pleasanton"
5330,4001,"santa rita rd ste 2","pleasanton"
5331,3424,"palmer pl","pleasanton"
5332,6003,"w las positas blvd","pleasanton"
5333,6003,"w las positas blvd","pleasanton"
5334,57,"w neal st","pleasanton"
5335,690,"main st # b","pleasanton"
5336,1991,"santa rita rd ste a","pleasanton"
5337,2647,"washington ave","redwood city"
5338,640,"woodside rd","redwood city"
5339,980,"woodside rd","redwood city"
5340,865,"woodside rd","redwood city"
5341,124,"hazelwood dr","south san francisco"
5342,9,"bayhill shopping ctr","san bruno"
5343,6,"graceland ln","san carlos"
5344,1648,"el camino real","san carlos"
5345,784,"laurel st","san carlos"
5346,2801,"24th st","san francisco"
5347,5353,"almaden expy","san jose"
5348,1025,"mazzone dr","san jose"
5349,5647,"cottle rd","san jose"
5350,1105,"s white rd","san jose"
5351,2467,"forest ave","san jose"
5352,1302,"s winchester blvd","san jose"
5353,1137,"saratoga sunnyvale rd","san jose"
5354,1498,"greene dr","san jose"
5355,651,"saratoga ave","san jose"
5356,2137,"morrill ave","san jose"
5357,7040,"santa teresa blvd","san jose"
5358,3355,"quesada dr","san jose"
5359,1341,"redmond ave","san jose"
5360,3060,"monterey hwy","san jose"
5361,3110,"mckee rd","san jose"
5362,698,"n 4th st","san jose"
5363,2285,"mckee rd","san jose"
5364,1645,"flickinger ave","san jose"
5365,NA,"","san jose"
5366,102,"willow st","san jose"
5367,1055,"e capitol expy","san jose"
5368,NA,"","san jose"
5369,1345,"s winchester blvd","san jose"
5370,6950,"almaden expy","san jose"
5371,2170,"fruitdale ave","san jose"
5372,300,"el paseo de saratoga","san jose"
5373,1779,"hillsdale ave","san jose"
5374,162,"oakridge mall","san jose"
5375,2935,"senter rd","san jose"
5376,2980,"stevens ln # 910","san jose"
5377,NA,"","san juan bautista"
5378,1766,"marina blvd","san leandro"
5379,2601,"alvarado st","san leandro"
5380,13700,"doolittle dr ste 102","san leandro"
5381,15844,"hesperian blvd","san lorenzo"
5382,133,"e 3rd ave","san mateo"
5383,1809,"whitecliff way","san mateo"
5384,44,"hillsdale mall","san mateo"
5385,1308,"w hillsdale blvd","san mateo"
5386,14444,"san pablo ave","san pablo"
5387,1890,"23rd st","san pablo"
5388,2005,"crow canyon pl # 156","san ramon"
5389,9260,"alcosta blvd ste a5","san ramon"
5390,3327,"montevideo dr","san ramon"
5391,3591,"homestead rd","santa clara"
5392,3438,"el camino real","santa clara"
5393,890,"aldo ave","santa clara"
5394,3077,"el camino real","santa clara"
5395,2325,"el camino real # 103","santa clara"
5396,113,"walnut ave","santa cruz"
5397,229,"laurel st","santa cruz"
5398,1836,"soquel ave","santa cruz"
5399,389,"coral st","santa cruz"
5400,19227,"gunther ct","saratoga"
5401,19768,"solana dr","saratoga"
5402,NA,"","saratoga"
5403,NA,"","scotts valley"
5404,224,"mount hermon rd # a","scotts valley"
5405,258,"sunset ave","suisun city"
5406,744,"s wolfe rd","sunnyvale"
5407,736,"n mathilda ave","sunnyvale"
5408,1323,"sunnyvale saratoga rd","sunnyvale"
5409,1031,"bryant way","sunnyvale"
5410,1111,"w el camino real","sunnyvale"
5411,1613,"decoto rd","union city"
5412,31848,"alvarado blvd","union city"
5413,137,"plaza dr # 313","vallejo"
5414,5182,"sonoma blvd","vallejo"
5415,2120,"springs rd","vallejo"
5416,818,"tennessee st","vallejo"
5417,1143,"tennessee st","vallejo"
5418,1550,"newell ave","walnut creek"
5419,2300,"n main st","walnut creek"
5420,2977,"ygnacio valley rd","walnut creek"
5421,2305,"lomond ln","walnut creek"
5422,130,"e lake ave","watsonville"
5423,640,"port chicago hwy","west pittsburg"
5424,7764,"old redwood hwy","cotati"
5425,424,"las gallinas ave","san rafael"
5426,1055,"las ovejas ave","san rafael"
5427,767,"lincoln ave","san rafael"
5428,196,"northgate one","san rafael"
5429,1111,"francisco blvd e","san rafael"
5430,901,"village ct","santa rosa"
5431,2790,"santa rosa ave","santa rosa"
5432,440,"e todd rd","santa rosa"
5433,935,"gravenstein hwy s","sebastopol"
5434,1,"blackfield dr","belvedere tiburon"
5435,1694,"tiburon blvd","belvedere tiburon"
5436,1480,"haight st","san francisco"
5437,2223,"chestnut st","san francisco"
5438,124,"hazelwood dr","south san francisco"
5439,1305,"sutter st","san francisco"
5440,984,"market st","san francisco"
5441,536,"davis st","san francisco"
5442,5351,"geary blvd","san francisco"
5443,1447,"taraval st","san francisco"
5444,688,"san jose ave","san francisco"
5445,1470,"fillmore st","san francisco"
5446,39,"pier","san francisco"
5447,3142,"noriega st","san francisco"
5448,1300,"castro st","san francisco"
5449,2015,"fillmore st","san francisco"
5450,2842,"diamond st","san francisco"
5451,1804,"polk st","san francisco"
5452,721,"irving st","san francisco"
5453,1108,"market st","san francisco"
5454,203,"univerisity ave","palo alto"
5455,NA,"ave","palo alto"
5456,341,"santa cruz","menlo park"
5457,520,"ramona","palo alto"
5458,NA,"","palo alto"
5459,NA,"of cahalan ave. and santa teresa blvd.","san jose"
5460,737,"buena vista ave","alameda"
5461,1400,"el camino real","belmont"
5462,1888,"solano ave","berkeley"
5463,2006,"9th st","berkeley"
5464,2914,"college ave","berkeley"
5465,1459,"university ave","berkeley"
5466,2556,"telegraph ave","berkeley"
5467,2286,"shattuck ave.","berkeley"
5468,2160,"university ave","berkeley"
5469,1902,"university ave","berkeley"
5470,2175,"allston way","berkeley"
5471,48,"shattuck sq # 99","berkeley"
5472,2012,"shattuck ave","berkeley"
5473,11321,"e.183rd st.","cerritos"
5474,1901,"salvio st","concord"
5475,6830,"village pky","dublin"
5476,5901,"christie ave ste 207","emeryville"
5477,2617,"n texas st # a","fairfield"
5478,3790,"mowry ave","fremont"
5479,44018,"geddy ct","fremont"
5480,34145,"fremont blvd # a8","fremont"
5481,5144,"mowry ave","fremont"
5482,22532,"foothill blvd","hayward"
5483,38,"los altos sq","los altos"
5484,412,"n santa cruz ave","los gatos"
5485,68,"s abel st","milpitas"
5486,NA,"camino real","mountain view"
5487,288,"castro st","mountain view"
5488,126,"castro st","mountain view"
5489,216,"castro st.","mountain view"
5490,2700,"west el camino real","mountain view"
5491,185,"castro st","mountain view"
5492,2042,"macarthur blvd","oakland"
5493,1400,"franklin st","oakland"
5494,1400,"franklin st","oakland"
5495,1628,"webster st","oakland"
5496,369,"lytton ave.","palo alto"
5497,393,"s california ave","palo alto"
5498,337,"railroad","pittsburg"
5499,4555,"hopyard rd ste 5","pleasanton"
5500,846,"jefferson ave # d","redwood city"
5501,1,"embarcadero center","san francisco"
5502,NA,"square","san francisco"
5503,350,"jackson","san francisco"
5504,1122,"post","san francisco"
5505,417,"o'farrell","san francisco"
5506,1956,"1/2 lombard","san francisco"
5507,160,"ellis","san francisco"
5508,3131,"webster","san francisco"
5509,1875,"union","san francisco"
5510,532,"valencia","san francisco"
5511,48,"5th","san francisco"
5512,775,"frederick","san francisco"
5513,3489,"mission st.","san francisco"
5514,2634,"alum rock avenue","san jose"
5515,2843,"s white rd","san jose"
5516,895,"willow st","san jose"
5517,484,"blossom hill rd","san jose"
5518,2299,"s el camino real","san mateo"
5519,5155,"stevens creek blvd","santa clara"
5520,3650,"el camino real","santa clara"
5521,3660,"el camino real","santa clara"
5522,544,"lawrence expressway,","santa clara"
5523,3530,"el camino real","santa clara"
5524,1700,"civic center dr apt 402","santa clara"
5525,3426,"el camino real","santa clara"
5526,1001,"center st","santa cruz"
5527,270,"soquel ave","santa cruz"
5528,NA,"","sausalito"
5529,2525,"s main st","soquel"
5530,1214,"apollo way # 404","sunnyvale"
5531,NA,"expwy, just south of 101","sunnyvale"
5532,1214,"apollo way suite 404b","sunnyvale"
5533,889,"e el camino real","sunnyvale"
5534,1521,"n main st","walnut creek"
5535,20803,"stevens creek blvd.","cupertino"
5536,2550,"san ramon valley blvd","san ramon"
5537,1025,"university ave.","berkeley"
5538,707,"redwood hwy","mill valley"
5539,409,"mendocino ave","santa rosa"
5540,535,"ross st","santa rosa"
5541,9960,"highway 1","sebastopol"
5542,417,"ofarrell st","san francisco"
5543,237,"fillmore st","san francisco"
5544,160,"ellis st","san francisco"
5545,5625,"geary blvd","san francisco"
5546,5255,"mowry","fremont"
5547,2606,"broadway","redwood city"
5548,140,"n. civic dr.","walnut creek"
5549,129,"lytton avenue","palo alto"
5550,400,"valley way","milpitas"
5551,1100,"w. el camino real","mountain view"
5553,641,"vallejo st","san francisco"
5554,1037,"valencia st. near 21st st","san francisco"
5555,NA,"ave, south of coe.","san jose"
5556,3721,"geary","san francisco"
5557,236,"castro st.","mountain view"
5558,1690,"locust","walnut creek"
5559,20956,"homestead rd","cupertino"
5560,78,"east 3rd avenue","san mateo"
5561,NA,"between greary and ofarrell","san francisco"
5562,7467,"village parkway","dublin"
5563,1040,"columbus","san francisco"
5564,678,"post","san francisco"
5565,615,"balboa","san francisco"
5566,417,"clement","san francisco"
5567,4041,"judah st","san francisco"
5568,1617,"fourth st","san rafael"
5569,201,"university ave","palo alto"
5570,NA,"london villiage","oakland"
5571,1243,"noriega","san francisco"
5572,995,"pine rd","santa rosa"
5573,464,"st","sonoma"
5574,5701,"geary blvd","san francisco"
5575,518,"bryant","palo alto"
5576,200,"montgomery st","san ramon"
5577,30,"jack london square","oakland"
5578,NA,"o box 4025-156","alameda"
5579,2337,"blanding ave","alameda"
5580,150,"rancho del mar","aptos"
5581,2039,"ralston ave","belmont"
5582,2420,"shattuck ave","berkeley"
5583,NA,"& virginia","berkeley"
5584,2629,"ashby ave","berkeley"
5585,2115,"allston way","berkeley"
5586,1539,"solano ave","berkeley"
5587,2468,"shattuck ave","berkeley"
5588,1235,"san pablo ave","berkeley"
5589,1799,"university ave.","berkeley"
5590,1799,"university ave.","berkeley"
5591,313,"oak st","brentwood"
5592,216,"california dr","burlingame"
5593,1095,"rollins rd # 200","burlingame"
5594,1818,"gilbreth rd","burlingame"
5595,297,"california dr","burlingame"
5596,1364,"lincoln ave","calistoga"
5597,1226,"washington st ste b","calistoga"
5598,3155,"south bascom avenue","campbell"
5599,2509,"s bascom ave","campbell"
5600,33,"s central ave","campbell"
5601,3155,"s bascom ave # b","campbell"
5602,911,"capitola ave # a","capitola"
5603,1855,"41st ave","capitola"
5604,316,"capitola ave","capitola"
5605,3600,"castro valley blvd","castro valley"
5606,3837,"castro valley blvd","castro valley"
5607,20400,"lake chabot rd","castro valley"
5608,1825,"sutter st","concord"
5609,4668,"deercreek ln","concord"
5610,1140,"lane","concord"
5611,4425,"treat blvd ste f","concord"
5612,1508,"kirker pass rd","concord"
5613,10275,"s de anza blvd","cupertino"
5614,20840,"stevens creek blvd","cupertino"
5615,20343,"stevens creek blvd","cupertino"
5616,10348,"n wolfe rd","cupertino"
5617,11,"glenwood ave","daly city"
5618,267,"hartz ave","danville"
5619,3459,"blackhawk plaza cir","danville"
5620,171,"hartz ave","danville"
5621,111,"town and country dr","danville"
5622,318,"sycamore valley rd w","danville"
5623,6121,"hollis st","emeryville"
5624,1300,"gateway blvd","fairfield"
5625,711,"madison st","fairfield"
5626,6250,"highway 9","felton"
5627,6231,"graham hill rd.","felton"
5628,5141,"mowry ave","fremont"
5629,5200,"mowry ave","fremont"
5630,42249,"forsythia dr","fremont"
5631,40723,"grimmer blvd","fremont"
5632,35760,"fremont blvd","fremont"
5633,1360,"1st st","gilroy"
5634,315,"main st","half moon bay"
5635,20102,"mission blvd","hayward"
5636,467,"jackson st","hayward"
5637,22521,"main st","hayward"
5638,24131,"mission blvd","hayward"
5639,24688,"hesperian blvd","hayward"
5640,846,"b st","hayward"
5641,3196,"lucas cir","lafayette"
5642,3604,"mount diablo blvd","lafayette"
5643,5,"smoke tree ct","lafayette"
5644,3685,"mount diablo blvd ste 120","lafayette"
5645,210,"lafayette cir","lafayette"
5646,2220,"first st","livermore"
5647,139,"main st","los altos"
5648,4546,"el camino real","los altos"
5649,4926,"el camino real","los altos"
5650,50,"university ave ste 38","los gatos"
5651,NA,"","los gatos"
5652,160,"w main st","los gatos"
5653,701,"main st","martinez"
5654,611,"escobar st","martinez"
5655,309,"warmcastle ct","martinez"
5656,1850,"el camino real","menlo park"
5657,118,"castro st","mountain view"
5658,2025,"w el camino real","mountain view"
5659,933,"freeway dr","napa"
5660,2161,"sandra dr","napa"
5661,645,"1st st","napa"
5662,1508,"meek ave","napa"
5663,1011,"soscol rd","napa"
5664,3900,"new park mall rd","newark"
5665,2330,"telegraph ave","oakland"
5666,3100,"high st","oakland"
5667,3306,"lakeshore ave","oakland"
5668,8520,"pardee dr","oakland"
5669,2059,"mountain blvd","oakland"
5670,2220,"mountain blvd ste 100","oakland"
5671,1532,"san pablo ave","oakland"
5672,1464,"webster st","oakland"
5673,5655,"college ave","oakland"
5674,4207,"park blvd","oakland"
5675,3355,"lakeshore ave","oakland"
5676,5655,"college ave","oakland"
5677,5912,"college ave","oakland"
5678,5356,"college ave","oakland"
5679,3953,"piedmont ave","oakland"
5680,552,"grand ave","oakland"
5681,65,"moraga way","orinda"
5682,NA,"","orinda"
5683,67,"aura vista dr","pacifica"
5684,717,"stanford shopping ctr","palo alto"
5685,2437,"birch st","palo alto"
5686,233,"university ave","palo alto"
5687,560,"waverley st","palo alto"
5688,1058,"elwell ct","palo alto"
5689,2115,"saint francis dr","palo alto"
5690,520,"cowper st","palo alto"
5691,388,"university ave","palo alto"
5692,247,"hamilton ave","palo alto"
5693,452,"university ave","palo alto"
5694,1390,"n.mcdowell #l","petaluma"
5695,208,"petaluma boulevard north","petaluma"
5696,1569,"kingsly dr","pittsburg"
5697,745,"railroad","pittsburg"
5698,6025,"w las positas blvd","pleasanton"
5699,5100,"hopyard rd","pleasanton"
5700,405,"main st.","pleasanton"
5701,4555,"hopyard rd ste 25","pleasanton"
5702,649,"main st","pleasanton"
5703,2525,"el camino real","redwood city"
5704,593,"woodside rd","redwood city"
5705,2616,"broadway","redwood city"
5706,230,"2nd st","richmond"
5707,151,"park pl.","richmond"
5708,1900,"esplanade dr, suite 100","richmond"
5709,224,"grand ave","south san francisco"
5710,414,"hemlock ave","south san francisco"
5711,425,"marina blvd","south san francisco"
5712,727,"laurel st","san carlos"
5713,1701,"jones","san francisco"
5714,2033,"union st","san francisco"
5715,2234,"chestnut","san francisco"
5716,1838,"union","san francisco"
5717,1268,"grant avenue","san francisco"
5718,NA,"the fairmont","san francisco"
5719,418,"beach","san francisco"
5720,598,"haight","san francisco"
5721,478,"green","san francisco"
5722,2223,"union","san francisco"
5723,800,"greenwich","san francisco"
5724,622,"green","san francisco"
5725,NA,"& powell","san francisco"
5726,1131,"folsom","san francisco"
5727,3130,"fillmore","san francisco"
5728,28,"belden","san francisco"
5729,229,"columbus avenue","san francisco"
5730,300,"precita avenue","san francisco"
5731,901,"columbus avenue","san francisco"
5732,574,"green","san francisco"
5733,430,"columbus avenue","san francisco"
5734,1600,"powell","san francisco"
5735,230,"jackson","san francisco"
5736,1815,"market st","san francisco"
5737,39,"","san francisco"
5738,683,"chenery","san francisco"
5739,1439,"taraval","san francisco"
5740,2234,"chestnut","san francisco"
5741,2311,"clement","san francisco"
5742,601,"union","san francisco"
5743,1429,"stockton","san francisco"
5744,1912,"lombard","san francisco"
5745,1901,"hyde","san francisco"
5746,151,"clement","san francisco"
5747,659,"union","san francisco"
5748,300,"connecticut","san francisco"
5749,527,"columbus avenue","san francisco"
5750,4753,"mission","san francisco"
5751,515,"columbus avenue","san francisco"
5752,3881,"24th","san francisco"
5753,1521,"hyde st.","san francisco"
5754,1896,"hyde","san francisco"
5755,1315,"grant avenue","san francisco"
5756,1265,"battery","san francisco"
5757,2506,"fillmore","san francisco"
5758,2299,"van ness avenue","san francisco"
5759,221,"powell","san francisco"
5760,519,"columbus ave.","san francisco"
5761,1570,"stockton","san francisco"
5762,1701,"octavia","san francisco"
5763,2060,"chestnut","san francisco"
5764,1507,"polk","san francisco"
5765,2854,"mission","san francisco"
5766,1801,"clement","san francisco"
5767,NA,"at powell","san francisco"
5768,3600,"balboa","san francisco"
5769,1000,"clement","san francisco"
